content;seq_lengths;tags;subsent_nb
#Anne Hathaway#听说今天是卖萌日，觉得公主呆萌的样子超萌哒！[羞嗒嗒][羞嗒嗒][羞嗒嗒]#安妮海瑟薇##公主日记#<>Anne在《公主日记》和《星际穿越》里面都叫Amelia，前者统治吉诺维亚国，后者引领爱德蒙斯星[噢耶]#安妮海瑟薇#<>一个女王大人，一个女娲娘娘[哈哈]<>女娲娘娘23333<>妈的，那么美！！;65,59,17,9,8;1,1,1,1,2;5
#Anne Hathaway#听说今天是卖萌日，觉得公主呆萌的样子超萌哒！[羞嗒嗒][羞嗒嗒][羞嗒嗒]#安妮海瑟薇##公主日记#<>Anne在《公主日记》和《星际穿越》里面都叫Amelia，前者统治吉诺维亚国，后者引领爱德蒙斯星[噢耶]#安妮海瑟薇#<>一个女王大人，一个女娲娘娘[哈哈]<>女娲娘娘23333<>噗，女娲娘娘哈哈哈哈哈哈哈五百个孩子怎么生…;65,59,17,9,22;1,1,1,1,1;5
#Anne Hathaway#听说今天是卖萌日，觉得公主呆萌的样子超萌哒！[羞嗒嗒][羞嗒嗒][羞嗒嗒]#安妮海瑟薇##公主日记#<>Anne在《公主日记》和《星际穿越》里面都叫Amelia，前者统治吉诺维亚国，后者引领爱德蒙斯星[噢耶]#安妮海瑟薇#<>一个女王大人，一个女娲娘娘[哈哈]<>太戳我笑点?女娲娘娘23333;65,59,17,15;1,1,1,1;4
#Anne Hathaway#听说今天是卖萌日，觉得公主呆萌的样子超萌哒！[羞嗒嗒][羞嗒嗒][羞嗒嗒]#安妮海瑟薇##公主日记#<>Anne在《公主日记》和《星际穿越》里面都叫Amelia，前者统治吉诺维亚国，后者引领爱德蒙斯星[噢耶]#安妮海瑟薇#<>五星推荐 好看[好爱哦]看CRY无数次啊[泪流满面];65,59,26;1,1,2;3
#Anne Hathaway#听说今天是卖萌日，觉得公主呆萌的样子超萌哒！[羞嗒嗒][羞嗒嗒][羞嗒嗒]#安妮海瑟薇##公主日记#<>Anne在《公主日记》和《星际穿越》里面都叫Amelia，前者统治吉诺维亚国，后者引领爱德蒙斯星[噢耶]#安妮海瑟薇#<>公主好萌<>1.有些地方真的会忍不住笑，我比较喜欢第一部 2.公主美美呆呆萌萌的 3歌也都很好听，特别喜欢，已下载;65,59,4,51;1,1,2,2;4
探索频道的特别节目《Science of ‘Interstellar’》，41分钟，全面介绍了《星际穿越》中的科学原理和基普索恩对电影的贡献。链接: http://t.cn/R7npm93 密码: n7ja<>扩一个~！基本就是围绕着《星际穿越》前半部分设计的理论展开做了下最浅显的科普，有兴趣不怕轻微剧透的可以补补课~旁白还是马修哈哈哈~<>国内就快上映啦，转一发~<>哇哦 造福;103,65,12,5;1,1,1,2;4
探索频道的特别节目《Science of ‘Interstellar’》，41分钟，全面介绍了《星际穿越》中的科学原理和基普索恩对电影的贡献。链接: http://t.cn/R7npm93 密码: n7ja<>扩一个~！基本就是围绕着《星际穿越》前半部分设计的理论展开做了下最浅显的科普，有兴趣不怕轻微剧透的可以补补课~旁白还是马修哈哈哈~<>国内就快上映啦，转一发~<>还没看[抓狂] 赐我一个正常睡觉不要太忙又有半价天气不太冷可以坐公交去影院的夜晚。。。。;103,65,12,44;1,1,1,1;4
探索频道的特别节目《Science of ‘Interstellar’》，41分钟，全面介绍了《星际穿越》中的科学原理和基普索恩对电影的贡献。链接: http://t.cn/R7npm93 密码: n7ja<>扩一个~！基本就是围绕着《星际穿越》前半部分设计的理论展开做了下最浅显的科普，有兴趣不怕轻微剧透的可以补补课~旁白还是马修哈哈哈~<>然后小建议看前补一下《超时空接触》 ，男主依然马修;103,65,25;1,1,1;3
探索频道的特别节目《Science of ‘Interstellar’》，41分钟，全面介绍了《星际穿越》中的科学原理和基普索恩对电影的贡献。链接: http://t.cn/R7npm93 密码: n7ja<>扩一个~！基本就是围绕着《星际穿越》前半部分设计的理论展开做了下最浅显的科普，有兴趣不怕轻微剧透的可以补补课~旁白还是马修哈哈哈~<>回家又有视频看了[呵呵]<>NaN<>@Vein只是一枚伪文青;103,65,12,3,12;1,1,2,1,1;5
探索频道的特别节目《Science of ‘Interstellar’》，41分钟，全面介绍了《星际穿越》中的科学原理和基普索恩对电影的贡献。链接: http://t.cn/R7npm93 密码: n7ja<>星际穿越太好看了啊！！！！ @环球电影小报真的不是营销号啊: 扩一个~！基本就是围绕着《星际穿越》前半部分设计的理论展开做了下最浅显的科普，有兴趣不怕轻微剧透的可以补补课~旁白还是马修哈哈哈~<>今年我心中的top3 哈哈 要再去看多一次;103,96,21;1,2,2;3
关于《星际穿越》的影评 http://t.cn/R7BIV21<>《星际穿越》明日上映，先马超长技术贴，包括故事内容，情怀，人物，以及重要的物理方面的技术梗，爽！转给同样是致敬太空的粉丝们~[威武]<>明天撸完电影再回来看这个;31,66,12;1,2,1;3
关于《星际穿越》的影评 http://t.cn/R7BIV21<>《星际穿越》明日上映，先马超长技术贴，包括故事内容，情怀，人物，以及重要的物理方面的技术梗，爽！转给同样是致敬太空的粉丝们~[威武]<>明天去看[兔子];31,66,8;1,2,1;3
#安妮海瑟薇# 生日快乐！<>穿普拉达的女王，悲惨世界~~~~实力派美死了~~~~[爱你]<>今天的星际穿越更是美翻啦～;13,30,13;2,2,2;3
醉了！醉了！绝对是醉了！燃了！燃了！绝对是燃了！武林旷世绝学就在这里！速来膜拜神之特效！http://t.cn/R7g9i2j  近日，网友上传了一段某地举办武术盛会的视频，视频当中，各位英雄使用的各路招数都加入了特效，其效果堪比经典动作大片，网友直呼：“高手在民间啊。”。。已醉！<>噗哈哈哈哈哈哈哈<>哇哈哈哈哈哈哈哈哈哈哈哈哈<>哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈好厉害哈<>8000万的后期效果<>哈哈哈哈，突然感觉星际穿越弱爆了，和生活在五维空间的生命有一拼。。。<>华山论剑的真实情景<>哈哈哈高高手;141,8,13,21,10,34,9,6;2,2,2,2,2,2,2,2;8
醉了！醉了！绝对是醉了！燃了！燃了！绝对是燃了！武林旷世绝学就在这里！速来膜拜神之特效！http://t.cn/R7g9i2j  近日，网友上传了一段某地举办武术盛会的视频，视频当中，各位英雄使用的各路招数都加入了特效，其效果堪比经典动作大片，网友直呼：“高手在民间啊。”。。已醉！<>噗哈哈哈哈哈哈哈<>哇哈哈哈哈哈哈哈哈哈哈哈哈<>哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈好厉害哈<>8000万的后期效果<>哈哈哈哈，突然感觉星际穿越弱爆了，和生活在五维空间的生命有一拼。。。<>华山论剑的真实情景<>哪里有后期效果了<>2333333;141,8,13,21,10,34,9,8,7;2,2,2,2,2,2,2,1,2;9
醉了！醉了！绝对是醉了！燃了！燃了！绝对是燃了！武林旷世绝学就在这里！速来膜拜神之特效！http://t.cn/R7g9i2j  近日，网友上传了一段某地举办武术盛会的视频，视频当中，各位英雄使用的各路招数都加入了特效，其效果堪比经典动作大片，网友直呼：“高手在民间啊。”。。已醉！<>噗哈哈哈哈哈哈哈<>哇哈哈哈哈哈哈哈哈哈哈哈哈<>哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈好厉害哈<>8000万的后期效果<>哈哈哈哈，突然感觉星际穿越弱爆了，和生活在五维空间的生命有一拼。。。<>华山论剑的真实情景<>太尼玛炫酷了！！！！;141,8,13,21,10,34,9,10;2,2,2,2,2,2,2,2;8
醉了！醉了！绝对是醉了！燃了！燃了！绝对是燃了！武林旷世绝学就在这里！速来膜拜神之特效！http://t.cn/R7g9i2j  近日，网友上传了一段某地举办武术盛会的视频，视频当中，各位英雄使用的各路招数都加入了特效，其效果堪比经典动作大片，网友直呼：“高手在民间啊。”。。已醉！<>噗哈哈哈哈哈哈哈<>哇哈哈哈哈哈哈哈哈哈哈哈哈<>哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈好厉害哈<>8000万的后期效果<>哈哈哈哈，突然感觉星际穿越弱爆了，和生活在五维空间的生命有一拼。。。<>华山论剑的真实情景<>一点寒芒先至，随后枪出如龙！;141,8,13,21,10,34,9,14;2,2,2,2,2,2,2,2;8
醉了！醉了！绝对是醉了！燃了！燃了！绝对是燃了！武林旷世绝学就在这里！速来膜拜神之特效！http://t.cn/R7g9i2j  近日，网友上传了一段某地举办武术盛会的视频，视频当中，各位英雄使用的各路招数都加入了特效，其效果堪比经典动作大片，网友直呼：“高手在民间啊。”。。已醉！<>噗哈哈哈哈哈哈哈<>哇哈哈哈哈哈哈哈哈哈哈哈哈<>哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈好厉害哈<>8000万的后期效果<>哈哈哈哈，突然感觉星际穿越弱爆了，和生活在五维空间的生命有一拼。。。<>华山论剑的真实情景<>后期好牛;141,8,13,21,10,34,9,4;2,2,2,2,2,2,2,2;8
醉了！醉了！绝对是醉了！燃了！燃了！绝对是燃了！武林旷世绝学就在这里！速来膜拜神之特效！http://t.cn/R7g9i2j  近日，网友上传了一段某地举办武术盛会的视频，视频当中，各位英雄使用的各路招数都加入了特效，其效果堪比经典动作大片，网友直呼：“高手在民间啊。”。。已醉！<>噗哈哈哈哈哈哈哈<>哇哈哈哈哈哈哈哈哈哈哈哈哈<>哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈好厉害哈<>8000万的后期效果<>哈哈哈哈，突然感觉星际穿越弱爆了，和生活在五维空间的生命有一拼。。。<>华山论剑的真实情景<>武林大会即视感，绝逼一个亿特效<>不是特效 是内力;141,8,13,21,10,34,9,15,8;2,2,2,2,2,2,2,2,1;9
醉了！醉了！绝对是醉了！燃了！燃了！绝对是燃了！武林旷世绝学就在这里！速来膜拜神之特效！http://t.cn/R7g9i2j  近日，网友上传了一段某地举办武术盛会的视频，视频当中，各位英雄使用的各路招数都加入了特效，其效果堪比经典动作大片，网友直呼：“高手在民间啊。”。。已醉！<>噗哈哈哈哈哈哈哈<>哇哈哈哈哈哈哈哈哈哈哈哈哈<>哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈好厉害哈<>8000万的后期效果<>哈哈哈哈，突然感觉星际穿越弱爆了，和生活在五维空间的生命有一拼。。。<>华山论剑的真实情景<>哈哈哈哈;141,8,13,21,10,34,9,4;2,2,2,2,2,2,2,2;8
醉了！醉了！绝对是醉了！燃了！燃了！绝对是燃了！武林旷世绝学就在这里！速来膜拜神之特效！http://t.cn/R7g9i2j  近日，网友上传了一段某地举办武术盛会的视频，视频当中，各位英雄使用的各路招数都加入了特效，其效果堪比经典动作大片，网友直呼：“高手在民间啊。”。。已醉！<>噗哈哈哈哈哈哈哈<>哇哈哈哈哈哈哈哈哈哈哈哈哈<>哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈好厉害哈<>8000万的后期效果<>哈哈哈哈，突然感觉星际穿越弱爆了，和生活在五维空间的生命有一拼。。。<>华山论剑的真实情景<>[哈哈]太酷炫了;141,8,13,21,10,34,9,8;2,2,2,2,2,2,2,2;8
醉了！醉了！绝对是醉了！燃了！燃了！绝对是燃了！武林旷世绝学就在这里！速来膜拜神之特效！http://t.cn/R7g9i2j  近日，网友上传了一段某地举办武术盛会的视频，视频当中，各位英雄使用的各路招数都加入了特效，其效果堪比经典动作大片，网友直呼：“高手在民间啊。”。。已醉！<>噗哈哈哈哈哈哈哈<>哇哈哈哈哈哈哈哈哈哈哈哈哈<>哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈好厉害哈<>8000万的后期效果<>哈哈哈哈，突然感觉星际穿越弱爆了，和生活在五维空间的生命有一拼。。。<>华山论剑的真实情景<>卧槽哈哈哈哈;141,8,13,21,10,34,9,6;2,2,2,2,2,2,2,2;8
醉了！醉了！绝对是醉了！燃了！燃了！绝对是燃了！武林旷世绝学就在这里！速来膜拜神之特效！http://t.cn/R7g9i2j  近日，网友上传了一段某地举办武术盛会的视频，视频当中，各位英雄使用的各路招数都加入了特效，其效果堪比经典动作大片，网友直呼：“高手在民间啊。”。。已醉！<>噗哈哈哈哈哈哈哈<>哇哈哈哈哈哈哈哈哈哈哈哈哈<>哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈好厉害哈<>8000万的后期效果<>哈哈哈哈，突然感觉星际穿越弱爆了，和生活在五维空间的生命有一拼。。。<>华山论剑的真实情景<>太尼玛屌了[震惊][震惊][震惊][震惊][震惊][震惊];141,8,13,21,10,34,9,29;2,2,2,2,2,2,2,2;8
